Image type	Feature Class	Feature Name	Segmentation_segment_Segment_1
wavelet-HLL	glcm	JointAverage	34.52542124547552
wavelet-HLL	glcm	JointEnergy	0.004867076140920422
wavelet-HLL	glcm	JointEntropy	7.89413322294528
wavelet-HLL	glcm	MCC	0.8809186047357191
wavelet-HLL	glcm	MaximumProbability	0.015402850703940821
wavelet-HLL	glcm	SumAverage	69.05084249095106
wavelet-HLL	glcm	SumEntropy	5.517093188332696
wavelet-HLL	glcm	SumSquares	117.13479042429367
wavelet-HLL	gldm	DependenceEntropy	6.3546790148690135
wavelet-HLL	gldm	DependenceNonUniformity	94.33864541832669
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.375851176965445
wavelet-HLL	gldm	DependenceVariance	1.226329740797765
wavelet-HLL	gldm	GrayLevelNonUniformity	8.864541832669323
wavelet-HLL	gldm	GrayLevelVariance	129.54632466151332
wavelet-HLL	gldm	HighGrayLevelEmphasis	1393.3346613545816
wavelet-HLL	gldm	LargeDependenceEmphasis	4.426294820717131
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	5463.581673306773
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.00903883749908763
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.005595964797438803
wavelet-HLL	gldm	SmallDependenceEmphasis	0.6219515764104078
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	951.0940974374108
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.00518277139727771
wavelet-HLL	glrlm	GrayLevelNonUniformity	8.37535725859436
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.034396104879027674
wavelet-HLL	glrlm	GrayLevelVariance	132.17558170179115
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	1400.574621034137
wavelet-HLL	glrlm	LongRunEmphasis	1.1058744982837776
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	1523.4264656623964
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.005854548689161197
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.005741878252889883
wavelet-HLL	glrlm	RunEntropy	5.3876946175498865
wavelet-HLL	glrlm	RunLengthNonUniformity	230.42036354744053
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.9454982119972033
wavelet-HLL	glrlm	RunPercentage	0.9696598222494638
wavelet-HLL	glrlm	RunVariance	0.039567198969781656
wavelet-HLL	glrlm	ShortRunEmphasis	0.9781917159066255
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	1374.96159706962
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.005718991141686793
wavelet-HLL	glszm	GrayLevelNonUniformity	4.473684210526316
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.02616189596799015
wavelet-HLL	glszm	GrayLevelVariance	166.07414247118768
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	1496.830409356725
wavelet-HLL	glszm	LargeAreaEmphasis	4.052631578947368
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	5180.801169590643
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	0.010622889425724185
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.007716076283205549
wavelet-HLL	glszm	SizeZoneNonUniformity	110.71929824561404
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.6474812762901405
wavelet-HLL	glszm	SmallAreaEmphasis	0.8294070395061509
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	1296.7416258421756
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.0075168278947881275
wavelet-HLL	glszm	ZoneEntropy	6.09464718238952
wavelet-HLL	glszm	ZonePercentage	0.6812749003984063
wavelet-HLL	glszm	ZoneVariance	1.8980883006737117
wavelet-HLL	ngtdm	Busyness	0.020933810280465072
wavelet-HLL	ngtdm	Coarseness	0.02582486016135581
wavelet-HLL	ngtdm	Complexity	8618.59369181473
wavelet-HLL	ngtdm	Contrast	0.637490760980649
wavelet-HLL	ngtdm	Strength	26.424038874799738
wavelet-HLH	firstorder	10Percentile	-42.22141401618444
wavelet-HLH	firstorder	90Percentile	52.63686370738814
wavelet-HLH	firstorder	Energy	396232.0067595049
wavelet-HLH	firstorder	Entropy	2.6897685898247707
wavelet-HLH	firstorder	InterquartileRange	46.11679239535785
wavelet-HLH	firstorder	Kurtosis	4.276869264585814
wavelet-HLH	firstorder	Maximum	123.02769049787031
wavelet-HLH	firstorder	MeanAbsoluteDeviation	30.05443940677164
wavelet-HLH	firstorder	Mean	3.5215856453857723
wavelet-HLH	firstorder	Median	3.4130835329695914
wavelet-HLH	firstorder	Minimum	-152.5622318766135
wavelet-HLH	firstorder	Range	275.5899223744838
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	19.945899328382367
wavelet-HLH	firstorder	RootMeanSquared	39.73177031982128
wavelet-HLH	firstorder	Skewness	-0.38664689512296424
wavelet-HLH	firstorder	TotalEnergy	3169856.054076039
wavelet-HLH	firstorder	Uniformity	0.19140966016412442
wavelet-HLH	firstorder	Variance	1566.2120072892444
wavelet-HLH	glcm	Autocorrelation	58.640441124858356
wavelet-HLH	glcm	ClusterProminence	94.53705595937033
wavelet-HLH	glcm	ClusterShade	-3.047128800091323
wavelet-HLH	glcm	ClusterTendency	4.656401057993606
wavelet-HLH	glcm	Contrast	5.019156649470984
wavelet-HLH	glcm	Correlation	-0.044450631488648695
wavelet-HLH	glcm	DifferenceAverage	1.6257893368836134
wavelet-HLH	glcm	DifferenceEntropy	2.317935219497879
wavelet-HLH	glcm	DifferenceVariance	2.2742959400538076
wavelet-HLH	glcm	Id	0.5158547982210364
wavelet-HLH	glcm	Idm	0.4594367960478388
wavelet-HLH	glcm	Idmn	0.9694860533295717
wavelet-HLH	glcm	Idn	0.8906611542115039
wavelet-HLH	glcm	Imc1	-0.10798726870600348
wavelet-HLH	glcm	Imc2	0.6481201990206966
wavelet-HLH	glcm	InverseVariance	0.43035868377989683
wavelet-HLH	glcm	JointAverage	7.663476814202193
wavelet-HLH	glcm	JointEnergy	0.04689134629565013
wavelet-HLH	glcm	JointEntropy	4.978010602415231
wavelet-HLH	glcm	MCC	0.4546237654601412
wavelet-HLH	glcm	MaximumProbability	0.09960728257474318
wavelet-HLH	glcm	SumAverage	15.326953628404384
wavelet-HLH	glcm	SumEntropy	3.035711253125133
wavelet-HLH	glcm	SumSquares	2.418889426866147
wavelet-HLH	gldm	DependenceEntropy	5.578144898208393
wavelet-HLH	gldm	DependenceNonUniformity	25.573705179282868
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.10188727163060904
wavelet-HLH	gldm	DependenceVariance	11.911779178108283
wavelet-HLH	gldm	GrayLevelNonUniformity	48.04382470119522
wavelet-HLH	gldm	GrayLevelVariance	2.5885620863160907
wavelet-HLH	gldm	HighGrayLevelEmphasis	60.9800796812749
wavelet-HLH	gldm	LargeDependenceEmphasis	37.15139442231076
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	2182.159362549801
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	0.668618102130934
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.024368489676823445
wavelet-HLH	gldm	SmallDependenceEmphasis	0.21265727772685683
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	12.816003702432871
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.009984662461356096
wavelet-HLH	glrlm	GrayLevelNonUniformity	37.4113568536966
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.17626679910177945
wavelet-HLH	glrlm	GrayLevelVariance	2.9037491685823245
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	61.219901772043805
wavelet-HLH	glrlm	LongRunEmphasis	1.6613673160803066
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	100.56979180772215
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.03741124543201322
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.025580191576657856
wavelet-HLH	glrlm	RunEntropy	3.4069972209482606
wavelet-HLH	glrlm	RunLengthNonUniformity	158.29313321611028
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.7427364635575073
wavelet-HLH	glrlm	RunPercentage	0.8452344468280723
wavelet-HLH	glrlm	RunVariance	0.2474462422310946
wavelet-HLH	glrlm	ShortRunEmphasis	0.88424982247203
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	54.266139854851694
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.02351429544273018
wavelet-HLH	glszm	GrayLevelNonUniformity	7.545454545454546
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.1371900826446281
wavelet-HLH	glszm	GrayLevelVariance	6.86809917355372
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	60.29090909090909
wavelet-HLH	glszm	LargeAreaEmphasis	172.16363636363636
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	10170.654545454545
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	3.041977340684444
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.04691652516809935
wavelet-HLH	glszm	SizeZoneNonUniformity	27.436363636363637
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.4988429752066116
wavelet-HLH	glszm	SmallAreaEmphasis	0.7300538760186092
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	42.94816691205738
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.04108844155716718
wavelet-HLH	glszm	ZoneEntropy	4.260943187292257
wavelet-HLH	glszm	ZonePercentage	0.21912350597609562
wavelet-HLH	glszm	ZoneVariance	151.33685950413224
wavelet-HLH	ngtdm	Busyness	0.34057923718202776
wavelet-HLH	ngtdm	Coarseness	0.026253197023643444
wavelet-HLH	ngtdm	Complexity	74.42645836701504
wavelet-HLH	ngtdm	Contrast	0.04939709434686566
wavelet-HLH	ngtdm	Strength	1.20013601093125
wavelet-HHL	firstorder	10Percentile	-142.38431656678844
wavelet-HHL	firstorder	90Percentile	170.7106841552194
wavelet-HHL	firstorder	Energy	4967852.653866133
wavelet-HHL	firstorder	Entropy	4.361497665296533
wavelet-HHL	firstorder	InterquartileRange	168.9713240494407
wavelet-HHL	firstorder	Kurtosis	3.81317569790855
wavelet-HHL	firstorder	Maximum	439.16133006775647
wavelet-HHL	firstorder	MeanAbsoluteDeviation	106.79768672726713
wavelet-HHL	firstorder	Mean	8.747265376837193
wavelet-HHL	firstorder	Median	-1.2736813265937874
wavelet-HHL	firstorder	Minimum	-368.45119459793364
wavelet-HHL	firstorder	Range	807.6125246656901
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	69.46954658898832
wavelet-HHL	firstorder	RootMeanSquared	140.68490199331646
wavelet-HHL	firstorder	Skewness	0.29057370221829537
wavelet-HHL	firstorder	TotalEnergy	39742821.23092906
wavelet-HHL	firstorder	Uniformity	0.058872081395533404
wavelet-HHL	firstorder	Variance	19715.726997296242
wavelet-HHL	glcm	Autocorrelation	249.30200207060733
wavelet-HHL	glcm	ClusterProminence	12692.232657837345
wavelet-HHL	glcm	ClusterShade	144.71896244739276
wavelet-HHL	glcm	ClusterTendency	53.48078946999725
wavelet-HHL	glcm	Contrast	58.70565917559257
wavelet-HHL	glcm	Correlation	-0.0401753935598547
wavelet-HHL	glcm	DifferenceAverage	5.739851787554808
wavelet-HHL	glcm	DifferenceEntropy	3.831416361174223
wavelet-HHL	glcm	DifferenceVariance	24.16264163928783
wavelet-HHL	glcm	Id	0.26524022932228364
wavelet-HHL	glcm	Idm	0.1740262012433251
wavelet-HHL	glcm	Idmn	0.9550118840452821
wavelet-HHL	glcm	Idn	0.8645804071072646
wavelet-HHL	glcm	Imc1	-0.2661455235886033
wavelet-HHL	glcm	Imc2	0.9453487143594396
wavelet-HHL	glcm	InverseVariance	0.18197623155623954
wavelet-HHL	glcm	JointAverage	15.828726398435615
wavelet-HHL	glcm	JointEnergy	0.007493974340768553
wavelet-HHL	glcm	JointEntropy	7.381594366859277
wavelet-HHL	glcm	MCC	0.6192152849937382
wavelet-HHL	glcm	MaximumProbability	0.022699613829514166
wavelet-HHL	glcm	SumAverage	31.657452796871226
wavelet-HHL	glcm	SumEntropy	4.6181606225374665
wavelet-HHL	glcm	SumSquares	28.04661216139745
wavelet-HHL	gldm	DependenceEntropy	5.896612752288614
wavelet-HHL	gldm	DependenceNonUniformity	74.37848605577689
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.2963286297042904
wavelet-HHL	gldm	DependenceVariance	1.9488897001634893
wavelet-HHL	gldm	GrayLevelNonUniformity	14.776892430278885
wavelet-HHL	gldm	GrayLevelVariance	31.843970730623326
wavelet-HHL	gldm	HighGrayLevelEmphasis	283.2749003984064
wavelet-HHL	gldm	LargeDependenceEmphasis	6.45816733067729
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	1541.2270916334662
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.04489785212636308
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.015264173905966115
wavelet-HHL	gldm	SmallDependenceEmphasis	0.5277558530052128
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	169.43434473557016
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.012172821095112103
wavelet-HHL	glrlm	GrayLevelNonUniformity	13.763822137581844
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.05730254206081924
wavelet-HHL	glrlm	GrayLevelVariance	32.80755287817094
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	285.4671842413282
wavelet-HHL	glrlm	LongRunEmphasis	1.1471810723209033
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	319.95661468951556
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.01654751705473891
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.01569610437113717
wavelet-HHL	glrlm	RunEntropy	4.577644114256357
wavelet-HHL	glrlm	RunLengthNonUniformity	221.1127224800272
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.9197595546901696
wavelet-HHL	glrlm	RunPercentage	0.95678823168863
wavelet-HHL	glrlm	RunVariance	0.05249558444804806
wavelet-HHL	glrlm	ShortRunEmphasis	0.9679485637832036
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	277.87086601855674
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.015506239143899682
wavelet-HHL	glszm	GrayLevelNonUniformity	7.053691275167785
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.047340209900454934
wavelet-HHL	glszm	GrayLevelVariance	45.23354803837665
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	311.20805369127515
wavelet-HHL	glszm	LargeAreaEmphasis	6.946308724832215
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	1748.4026845637584
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	0.05097242143815079
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.02155986047432603
wavelet-HHL	glszm	SizeZoneNonUniformity	83.80536912751678
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.5624521417954146
wavelet-HHL	glszm	SmallAreaEmphasis	0.7779350681946391
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	257.6374997749388
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.019755955003520204
wavelet-HHL	glszm	ZoneEntropy	5.481711306839395
wavelet-HHL	glszm	ZonePercentage	0.5936254980079682
wavelet-HHL	glszm	ZoneVariance	4.108553668753659
wavelet-HHL	ngtdm	Busyness	0.10382362472689417
wavelet-HHL	ngtdm	Coarseness	0.022020271067292003
wavelet-HHL	ngtdm	Complexity	1513.9566514285275
wavelet-HHL	ngtdm	Contrast	0.3634601470978256
wavelet-HHL	ngtdm	Strength	5.712549470735518
wavelet-HHH	firstorder	10Percentile	-34.68405201774865
wavelet-HHH	firstorder	90Percentile	33.70036328510349
wavelet-HHH	firstorder	Energy	179189.2851587258
wavelet-HHH	firstorder	Entropy	2.183561735200106
wavelet-HHH	firstorder	InterquartileRange	32.8130350842725
wavelet-HHH	firstorder	Kurtosis	3.2283656759905885
wavelet-HHH	firstorder	Maximum	71.12784737504626
wavelet-HHH	firstorder	MeanAbsoluteDeviation	20.69412164749985
wavelet-HHH	firstorder	Mean	-0.9581541296792518
wavelet-HHH	firstorder	Median	-1.156950268447123
wavelet-HHH	firstorder	Minimum	-78.6427743752642
wavelet-HHH	firstorder	Range	149.77062175031045
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	13.861380371877614
wavelet-HHH	firstorder	RootMeanSquared	26.718935878827878
wavelet-HHH	firstorder	Skewness	0.014870859601002802
wavelet-HHH	firstorder	TotalEnergy	1433514.2812698064
wavelet-HHH	firstorder	Uniformity	0.2589958889541436
wavelet-HHH	firstorder	Variance	712.9834751606941
wavelet-HHH	glcm	Autocorrelation	19.848778900631423
wavelet-HHH	glcm	ClusterProminence	15.154619183798985
wavelet-HHH	glcm	ClusterShade	-0.2881595657167205
wavelet-HHH	glcm	ClusterTendency	2.159462354898585
wavelet-HHH	glcm	Contrast	2.350768760722276
wavelet-HHH	glcm	Correlation	-0.03884334524225729
wavelet-HHH	glcm	DifferenceAverage	1.1698902402601836
wavelet-HHH	glcm	DifferenceEntropy	1.891036881059613
wavelet-HHH	glcm	DifferenceVariance	0.9535348111921462
wavelet-HHH	glcm	Id	0.5722324469727755
wavelet-HHH	glcm	Idm	0.5290274414868722
wavelet-HHH	glcm	Idmn	0.9577871407246774
wavelet-HHH	glcm	Idn	0.868727440797625
wavelet-HHH	glcm	Imc1	-0.05034457368062906
wavelet-HHH	glcm	Imc2	0.4233810501603352
wavelet-HHH	glcm	InverseVariance	0.4822091292770819
wavelet-HHH	glcm	JointAverage	4.460511125196657
wavelet-HHH	glcm	JointEnergy	0.07672268423781974
wavelet-HHH	glcm	JointEntropy	4.135278895715715
wavelet-HHH	glcm	MCC	0.2851542840705992
wavelet-HHH	glcm	MaximumProbability	0.13981267918768978
wavelet-HHH	glcm	SumAverage	8.921022250393314
wavelet-HHH	glcm	SumEntropy	2.552188471508411
wavelet-HHH	glcm	SumSquares	1.1275577789052151
wavelet-HHH	gldm	DependenceEntropy	5.1660983238828235
wavelet-HHH	gldm	DependenceNonUniformity	22.53784860557769
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.08979222552022983
wavelet-HHH	gldm	DependenceVariance	10.359359375248014
wavelet-HHH	gldm	GrayLevelNonUniformity	65.00796812749005
wavelet-HHH	gldm	GrayLevelVariance	1.2279805082459008
wavelet-HHH	gldm	HighGrayLevelEmphasis	21.067729083665338
wavelet-HHH	gldm	LargeDependenceEmphasis	44.147410358565736
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	895.800796812749
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	2.40282489091254
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.06852562538959807
wavelet-HHH	gldm	SmallDependenceEmphasis	0.14418833686664462
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	3.4012520893894793
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.018118687397358228
wavelet-HHH	glrlm	GrayLevelNonUniformity	49.15464680005493
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.24022353224359988
wavelet-HHH	glrlm	GrayLevelVariance	1.3831260411629172
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	21.230396080509724
wavelet-HHH	glrlm	LongRunEmphasis	1.8361984939024827
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	38.28328811669542
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	0.11751994337033601
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.07155101409189546
wavelet-HHH	glrlm	RunEntropy	3.0228808048531195
wavelet-HHH	glrlm	RunLengthNonUniformity	142.57470826203317
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.6936818875641365
wavelet-HHH	glrlm	RunPercentage	0.8148942690775359
wavelet-HHH	glrlm	RunVariance	0.30943199155713147
wavelet-HHH	glrlm	ShortRunEmphasis	0.8581214111899098
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	18.341571022453817
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.06358938628737086
wavelet-HHH	glszm	GrayLevelNonUniformity	7.0
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.20588235294117646
wavelet-HHH	glszm	GrayLevelVariance	3.9524221453287196
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	23.676470588235293
wavelet-HHH	glszm	LargeAreaEmphasis	431.9117647058824
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	8559.117647058823
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	23.726754034947312
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.135843837535014
wavelet-HHH	glszm	SizeZoneNonUniformity	16.764705882352942
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.4930795847750865
wavelet-HHH	glszm	SmallAreaEmphasis	0.7209983611764264
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	17.653069298463187
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.1109483796090559
wavelet-HHH	glszm	ZoneEntropy	3.4765540196866
wavelet-HHH	glszm	ZonePercentage	0.13545816733067728
wavelet-HHH	glszm	ZoneVariance	377.41262975778557
wavelet-HHH	ngtdm	Busyness	1.4207473687658334
wavelet-HHH	ngtdm	Coarseness	0.02223912139984056
wavelet-HHH	ngtdm	Complexity	18.054836708142467
wavelet-HHH	ngtdm	Contrast	0.055819945815654005
wavelet-HHH	ngtdm	Strength	0.31752485839360445
wavelet-LLL	firstorder	10Percentile	-1642.7602605320646
wavelet-LLL	firstorder	90Percentile	223.26937923151587
wavelet-LLL	firstorder	Energy	242508138.38850507
wavelet-LLL	firstorder	Entropy	6.298670961123423
wavelet-LLL	firstorder	InterquartileRange	1188.2425299967358
wavelet-LLL	firstorder	Kurtosis	1.9152440330351697
wavelet-LLL	firstorder	Maximum	562.5100004666308
wavelet-LLL	firstorder	MeanAbsoluteDeviation	582.3191501907119
wavelet-LLL	firstorder	Mean	-709.7852759958025
wavelet-LLL	firstorder	Median	-679.2600988572875
wavelet-LLL	firstorder	Minimum	-2101.7834155244495
wavelet-LLL	firstorder	Range	2664.29341599108
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	458.37881278207635
wavelet-LLL	firstorder	RootMeanSquared	982.9383917753527
wavelet-LLL	firstorder	Skewness	-0.09705747603901081
wavelet-LLL	firstorder	TotalEnergy	1940065107.1080406
wavelet-LLL	firstorder	Uniformity	0.014491833462960905
wavelet-LLL	firstorder	Variance	462372.7440054789
wavelet-LLL	glcm	Autocorrelation	4475.149648243899
wavelet-LLL	glcm	ClusterProminence	8595372.013338776
wavelet-LLL	glcm	ClusterShade	-27304.043568431407
wavelet-LLL	glcm	ClusterTendency	1997.324590283914
wavelet-LLL	glcm	Contrast	690.4347055612038
wavelet-LLL	glcm	Correlation	0.4867261799638428
wavelet-LLL	glcm	DifferenceAverage	20.934108192708145
wavelet-LLL	glcm	DifferenceEntropy	5.354659410141691
wavelet-LLL	glcm	DifferenceVariance	222.7436787841367
wavelet-LLL	glcm	Id	0.106212611567851
wavelet-LLL	glcm	Idm	0.0472978867174976
wavelet-LLL	glcm	Idmn	0.9488117426143147
wavelet-LLL	glcm	Idn	0.849488178985429
wavelet-LLL	glcm	Imc1	-0.6483752893024063
wavelet-LLL	glcm	Imc2	0.9998280674799578
wavelet-LLL	glcm	InverseVariance	0.04843567161389425
wavelet-LLL	glcm	JointAverage	64.3881040786106
wavelet-LLL	glcm	JointEnergy	0.0032273691362049678
wavelet-LLL	glcm	JointEntropy	8.325186267983552
wavelet-LLL	glcm	MCC	0.9368209442893424
wavelet-LLL	glcm	MaximumProbability	0.0072898075221542675
wavelet-LLL	glcm	SumAverage	128.77620815722122
wavelet-LLL	glcm	SumEntropy	6.592007239993171
wavelet-LLL	glcm	SumSquares	671.9398239612794
wavelet-LLL	gldm	DependenceEntropy	6.657197578183338
wavelet-LLL	gldm	DependenceNonUniformity	153.0796812749004
wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.6098792082665354
wavelet-LLL	gldm	DependenceVariance	0.31148711925207534
wavelet-LLL	gldm	GrayLevelNonUniformity	3.637450199203187
wavelet-LLL	gldm	GrayLevelVariance	738.3000269836987
wavelet-LLL	gldm	HighGrayLevelEmphasis	3999.1195219123506
wavelet-LLL	gldm	LargeDependenceEmphasis	1.9880478087649402
wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	9955.486055776892
wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.03393882271292141
wavelet-LLL	gldm	LowGrayLevelEmphasis	0.009652848767638174
wavelet-LLL	gldm	SmallDependenceEmphasis	0.8084606020362992
wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	2981.2265659583886
wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0035910351403005175
wavelet-LLL	glrlm	GrayLevelNonUniformity	3.5792963872613024
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.014423030900842971
wavelet-LLL	glrlm	GrayLevelVariance	735.6309864211563
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	3979.0823194687405
wavelet-LLL	glrlm	LongRunEmphasis	1.0345816336027958
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	4177.490012840131
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.010393939872059381
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.009449208855080398
wavelet-LLL	glrlm	RunEntropy	6.331212509334132
wavelet-LLL	glrlm	RunLengthNonUniformity	242.55589079209855
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.9773288108393197
wavelet-LLL	glrlm	RunPercentage	0.9886607416487893
wavelet-LLL	glrlm	RunVariance	0.011335594580340159
wavelet-LLL	glrlm	ShortRunEmphasis	0.9913545915993011
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	3929.480396125892
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.009213026100835651
wavelet-LLL	glszm	GrayLevelNonUniformity	3.0462962962962963
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.014103223593964334
wavelet-LLL	glszm	GrayLevelVariance	705.6383530521261
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	3755.6435185185187
wavelet-LLL	glszm	LargeAreaEmphasis	1.587962962962963
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	7276.717592592592
wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	0.02063404919778217
wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	0.006517827285841866
wavelet-LLL	glszm	SizeZoneNonUniformity	167.53703703703704
wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.7756344307270233
wavelet-LLL	glszm	SmallAreaEmphasis	0.902062757201646
wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	3271.914794238683
wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.0029984481122474088
wavelet-LLL	glszm	ZoneEntropy	6.5493733127500535
wavelet-LLL	glszm	ZonePercentage	0.8605577689243028
wavelet-LLL	glszm	ZoneVariance	0.23763288751714676
wavelet-LLL	ngtdm	Busyness	0.009735981335175224
wavelet-LLL	ngtdm	Coarseness	0.0221241922271454
wavelet-LLL	ngtdm	Complexity	47059.269587506504
